City_ID,City,Country,Max Temp,Current Description,Lat,Lng,Hotel Name
988,Monrovia,LR,79.14,moderate rain,6.3005,-10.7969,Sunset Inn
989,Finschhafen,PG,81.88,broken clouds,-6.6024,147.8681,Cossam Guest House
990,Acapulco,MX,82.2,overcast clouds,16.8634,-99.8901,HS Hotsson Smart Acapulco
999,Tabou,CI,79.84,light rain,4.423,-7.3528,hotêl doufoulougou
1001,High Rock,BS,78.82,clear sky,26.6208,-78.2833,Hideaway Bahamas Beach Club
1002,Puerto Escondido,MX,82.8,broken clouds,15.85,-97.0667,Aldea del Bazar Hotel and Spa
1003,Hirado,JP,79.95,broken clouds,33.3597,129.5531,Samson Hotel
1006,Baiao,BR,75.38,overcast clouds,-2.7906,-49.6717,Hotel Eurosono
1019,Dali,CN,78.66,broken clouds,25.7,100.1833,Dali Travelling With Hostel
1022,Souillac,MU,78.37,broken clouds,-20.5167,57.5167,Shanti Maurice Resort & Spa
1023,Chengde,CN,78.66,few clouds,40.9725,117.9361,Super 8 Hotel
1027,Bowen,AU,75.42,scattered clouds,-20.0167,148.2333,Castle Motor Lodge Motel
1028,Port-Gentil,GA,78.96,overcast clouds,-0.7193,8.7815,Fengshui Residence
1036,Tual,ID,81.72,overcast clouds,-5.6667,132.75,Grand Vilia Hotel
1037,Morant Bay,JM,80.22,few clouds,17.8815,-76.4093,Whispering Bamboo Cove Resort
1039,Laguna,US,75.04,clear sky,38.421,-121.4238,"Holiday Inn Express & Suites Elk Grove Central - Hwy 99, an IHG Hotel"
1040,Kudahuvadhoo,MV,83.62,broken clouds,2.6708,72.8944,Niyama Private Islands Maldives
1042,Aswan,EG,88.86,overcast clouds,24.0934,32.907,Nuba Nile
1047,Bandarbeyla,SO,84.16,clear sky,9.4942,50.8122,JABIR HOTEL
1048,Tautira,PF,80.62,scattered clouds,-17.7333,-149.15,Pension Oaoa
1050,Natal,BR,75.85,clear sky,-5.795,-35.2094,Villa Park Hotel | Natal
1053,Oytal,KZ,82.02,broken clouds,42.9057,73.2697,Sanatorium Ak-Niet
1055,Garissa,KE,76.8,overcast clouds,-0.4536,39.6401,Sharif Plaza Hotel
1062,Santa Cruz Del Sur,CU,76.68,moderate rain,20.7147,-77.9956,
1070,Buala,SB,80.85,moderate rain,-8.145,159.5921,Maringe Lagoon Lodge
1078,Road Town,VG,81.19,clear sky,18.4167,-64.6167,"ZINGARA 76ft Catamaran, full crew-all included"
1086,Oranjestad,AW,80.55,few clouds,12.524000000000001,-70.027,Divi Village Golf & Beach Resort
1088,Marsh Harbour,BS,77.56,clear sky,26.5412,-77.0636,Abaco Beach Resort
1090,Hervey Bay,AU,75.04,overcast clouds,-25.2986,152.8535,Shelly Bay Resort
1094,Kouroussa,GN,76.24,broken clouds,10.65,-9.8833,Hotel Paillote
1096,Lagdo,CM,78.73,broken clouds,9.05,13.7333,
1098,Dickinson,US,79.12,clear sky,29.4608,-95.0513,Hampton Inn & Suites Houston/League City
1103,Banda Aceh,ID,85.96,overcast clouds,5.5577,95.3222,Sulthan Hotel International
1109,Jieshi,CN,86.86,light rain,22.8134,115.8257,Yuehai Hotel
1111,Beboto,TD,76.69,broken clouds,8.2668,16.939,
1115,Muroto,JP,75.24,broken clouds,33.2833,134.15,Oota Ryokan
1119,Kloulklubed,PW,82.9,overcast clouds,7.0419,134.2556,Storyboard Beach Resort
1120,Vila Velha,BR,75.15,clear sky,-20.3297,-40.2925,Quality Suites Vila Velha
1124,Mitsamiouli,KM,79.11,light rain,-11.3847,43.2844,Foyer ADM
1125,Uttarkashi,IN,85.17,clear sky,30.7333,78.45,Anand Ganga
1126,Kuryk,KZ,78.8,few clouds,43.2,51.65,Gostinitsa Kuryk - Otel' Dlya Vsekh Kategoriy Kliyentov .
1128,Yendi,GH,79.09,clear sky,9.4427,-0.0099,Eyarro Lodge
1129,Xiamen,CN,75.25,light rain,24.4798,118.0819,Xiamen Dongchen Hotel
1131,Quatre Cocos,MU,78.1,broken clouds,-20.2078,57.7625,Emeraude Beach Attitude Hotel
1132,Hambantota,LK,89.94,few clouds,6.1241,81.1185,Bungalow 63
1134,Mana,GF,76.68,overcast clouds,5.6592,-53.7767,LE SAMANA
1139,Kidal,ML,88.75,overcast clouds,18.4411,1.4078,
1141,Kirakira,SB,79.14,light rain,-10.4544,161.9205,SanBiz Lodge
1146,Ferkessedougou,CI,77.13,overcast clouds,9.6,-5.2,Hotel Chateau
1149,Hanzhong,CN,85.05,overcast clouds,33.0728,107.0303,Guorui Hotel
1151,Salina Cruz,MX,81.59,clear sky,16.1667,-95.2,Amerik HOTEL
1156,Baft,IR,76.1,clear sky,29.234,56.6057,بافت خیابان طالقانی غربی ساختمان مادر
1159,Makakilo City,US,79.12,clear sky,21.3469,-158.0858,Marriott's Ko Olina Beach Club
1160,Tessalit,ML,87.19,broken clouds,20.1986,1.0114,
1162,Orocue,CO,75.31,light rain,4.7912,-71.3354,Hotel Brisas de San Miguel
1164,Lorengau,PG,83.57,scattered clouds,-2.0226,147.2712,Lorengau Harbourside Hotel
1165,Oarai,JP,75.65,broken clouds,36.3167,140.6,Oarai Hotel
1177,Samarai,PG,79.0,overcast clouds,-10.6167,150.6667,Nuli Sapi
1181,Aksu,CN,86.77,clear sky,41.1231,80.2644,Pudong Holiday Hotel
1182,Saint-Pierre,RE,76.64,clear sky,-21.3393,55.4781,Lindsey Hôtel
1183,Ekibastuz,KZ,75.99,clear sky,51.6667,75.3667,
1184,Dangtu,CN,86.05,few clouds,31.5723,118.4928,City Bianjie Hotel Maanshan Dangtu
1188,Jesup,US,76.69,clear sky,31.6074,-81.8854,Western Motel
1189,Lumphat,KH,87.89,overcast clouds,13.4878,106.9816,Lumphat Homestay
1190,Kutum,SD,79.52,broken clouds,14.2,24.6667,Dibbo areaمنطقة دبو
1191,Sawakin,SD,86.4,scattered clouds,19.1059,37.3321,فندق الدويم
1193,Ginda,IN,78.69,clear sky,30.6945,78.4932,Bal uma sankar hotel and restaurant
1194,Emerald,AU,75.34,few clouds,-23.5333,148.1667,The Irish Village
1196,Arlit,NE,81.64,scattered clouds,18.7369,7.3853,Case de Passage De la Prefecture
1197,Baragaon,IN,80.58,overcast clouds,25.4333,82.8167,hotel uttam chan basera
1199,Belmonte,BR,75.7,broken clouds,-15.8631,-38.8828,Pousada Monte Carmelo O Pão
1202,Shiyan,CN,89.51,broken clouds,32.6475,110.7781,Fenghuang Garden Holiday Hotel
1205,Kieta,PG,81.61,light rain,-6.2167,155.6333,Uruna Bay Retreat
1206,Atar,MR,84.13,overcast clouds,20.5169,-13.0499,Oumou Elghoura
1208,Bonthe,SL,79.72,overcast clouds,7.5264,-12.505,Bonthe Holiday Village
1213,Port Blair,IN,84.24,broken clouds,11.6667,92.75,"Welcomhotel By ITC Hotels, Bay Island, Port Blair"
1215,Kontagora,NG,77.58,broken clouds,10.3999,5.4695,Queens Guest Inn
1217,Kvarkeno,RU,80.6,few clouds,52.0833,59.725,"Ooo ""Kvarkeno"""
1218,Anloga,GH,80.82,broken clouds,5.7947,0.8973,Pin Drop Hotel
1226,Kurayoshi,JP,75.02,clear sky,35.4333,133.8167,Hotel Ark 21
1229,Alamogordo,US,79.95,clear sky,32.8995,-105.9603,Fairfield Inn & Suites by Marriott Alamogordo
1230,Hasaki,JP,75.6,overcast clouds,35.7333,140.8333,Hotel Sunrise Choshi
1231,Edgewater,US,78.01,scattered clouds,28.9889,-80.9023,Islander Beach Resort
1232,Daru,PG,80.38,broken clouds,-9.0763,143.2092,Daru Lodge
1233,Effium,NG,75.56,overcast clouds,6.6292,8.0593,
1234,Prachuap Khiri Khan,TH,86.31,broken clouds,12.2167,99.75,สมบัติยาย
1235,Jibuti,DJ,83.62,clear sky,11.5,42.5,Orchid Main Camp Goubet
1239,Sainte-Marie,RE,77.13,clear sky,-20.8968,55.5496,Les pailles en queue de Sainte Marie
1243,Soe,ID,81.19,broken clouds,-9.8607,124.28399999999999,Dena Hotel
1244,Irtyshskiy,RU,77.7,broken clouds,58.3333,68.1333,
1252,Abu Zabad,SD,87.6,clear sky,12.35,29.25,حامد محمد نور
1253,Katsuura,JP,77.04,overcast clouds,35.1333,140.3,Katsuura Hotel Mikazuki
1255,Korla,CN,83.61,scattered clouds,41.7597,86.1469,Gulisitan Hotel
1256,Porto Novo,BJ,79.45,scattered clouds,6.4965,2.6036,Tour Eiffel Hotel Benin
1258,Oyama,JP,80.82,broken clouds,36.3,139.8,Toyoko Inn Oyama-eki Higashi-guchi No.1
1266,Haapiti,PF,80.33,scattered clouds,-17.5667,-149.8667,Linareva Moorea Beach Resort
1271,Keti Bandar,PK,87.58,scattered clouds,24.1447,67.4497,Haji laloo memon house
1272,San Andres,CO,82.42,few clouds,12.5847,-81.7006,Hotel Arena Blanca
1274,Kulhudhuffushi,MV,83.28,broken clouds,6.6221,73.07,Haajy Guest House 1
1279,Shahreza,IR,79.93,clear sky,32.0339,51.8794,خوابگاه
1280,Winneba,GH,82.87,broken clouds,5.3511,-0.6231,Windy Lodge & Beach Resort
1282,Kiunga,PG,84.18,overcast clouds,-6.1219,141.2906,Airport Lodge Kiunga
1284,Waingapu,ID,83.55,broken clouds,-9.6567,120.2641,Pondok Wisata Elim
1285,Tambilil,PH,85.89,overcast clouds,5.9622,124.6697,Wilfredo Sotto Home
1286,Matamoros,MX,82.11,scattered clouds,25.5333,-103.25,Quinta Belem
1288,Atbasar,KZ,76.59,overcast clouds,51.8,68.3333,"The Ritz-Carlton, Astana"
1290,Jimeta,NG,80.19,scattered clouds,9.2833,12.4667,Yola International Hotel
1293,Houma,US,77.0,clear sky,29.5958,-90.7195,Courtyard by Marriott Houma
1297,Paka,MY,89.53,scattered clouds,4.6374,103.4368,RUMBIA RESORT VILLA
1299,Marzuq,YE,86.0,clear sky,14.4,46.4667,
1304,Bilma,NE,84.2,clear sky,18.6853,12.9164,Expeditions Ténére voyages
1305,Champerico,GT,81.36,broken clouds,14.3,-91.9167,"Hotel y restaurante ""El Diamante"""
1306,Nieuw Amsterdam,SR,77.02,overcast clouds,5.8833,-55.0833,Globe Hotel
1307,Along,IN,79.07,overcast clouds,28.1667,94.7667,Hotel West
1310,Boa Vista,BR,76.98,broken clouds,2.8197,-60.6733,Aipana Plaza Hotel
1314,Batticaloa,LK,85.98,overcast clouds,7.7102,81.6924,Grand Star Guest House
1315,Porto De Moz,BR,75.58,overcast clouds,-1.7483,-52.2383,Dormitório labelle
1322,Shingu,JP,79.79,overcast clouds,33.7333,135.9833,Shingu UI Hotel
1328,Pemangkat,ID,85.86,few clouds,1.1667,108.9667,Ramah Kost KITA
1338,Luba,GQ,76.89,light rain,3.4568,8.5547,
1344,Polewali,ID,86.18,overcast clouds,-3.4324,119.3435,Lilianto Hotel
1345,Kupang,ID,88.38,scattered clouds,-10.1667,123.5833,Hotel On The Rock by Prasanthi
1347,Urumqi,CN,77.95,clear sky,43.801,87.6005,Hua Ling Grand Hotel Urumqi
1349,Labuhan,ID,86.86,broken clouds,-6.8844,112.2051,PT PPI Lamongan Tambak C
1353,Sinjar,IQ,78.28,clear sky,36.3209,41.8754,زوماني فون 1
1354,Filingue,NE,84.87,few clouds,14.3521,3.3168,
1355,Segou,ML,89.46,broken clouds,13.4317,-6.2157,Comme chez soi
1356,Shunyi,CN,81.84,clear sky,40.125,116.6453,Beijing Mingchen Holiday Hotel
1358,Namakkal,IN,88.99,scattered clouds,11.2213,78.1652,OYO 60703 Hotel Sree Savana Bhavan Deluxe
1360,Catuday,PH,85.1,light rain,16.2923,119.8062,GResort
1366,Conakry,GN,78.87,broken clouds,9.538,-13.6773,Riviera Royal Hotel
1370,Pochutla,MX,77.83,few clouds,15.7432,-96.4661,Hotel Posada San Jose
1372,Pizarro,CO,76.44,moderate rain,4.9533,-77.366,Hotel Limonar
1375,Le Port,RE,76.96,clear sky,-20.9373,55.2919,KORBEY D'OR OUEST
1376,Tiarei,PF,80.62,scattered clouds,-17.5333,-149.3333,Le Rocher de Tahiti
1377,Xuanhua,CN,78.17,clear sky,40.6103,115.0447,Jinjiang Inn Zhangjiakou Xuanhua People's Park
1381,Azatavan,AM,78.26,clear sky,39.9832,44.5053,
1385,Kapoeta,SS,79.95,few clouds,4.7717,33.5903,Eastgate Hotel
1386,Auki,SB,80.28,overcast clouds,-8.7676,160.7034,Auki Motel
1391,Mulege,MX,76.55,broken clouds,26.8833,-111.9833,Casa Granada
1400,Celestun,MX,79.16,clear sky,20.8667,-90.4,Posada Lilia
