City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
95,Airai,TL,-8.9266,125.4092,72.37,57,92,2.28,overcast clouds
96,Mayo,US,38.8876,-76.5119,53.04,87,100,15.01,overcast clouds
97,Cortez,US,37.3489,-108.5859,62.69,31,1,5.75,clear sky
98,Vaini,TO,-21.2,-175.2,77.16,94,75,0.0,broken clouds
99,Batagay-Alyta,RU,67.8006,130.4114,49.89,53,67,18.92,broken clouds
100,Egvekinot,RU,66.3167,-179.1667,43.43,45,8,5.14,clear sky
101,Xining,CN,36.6167,101.7667,71.51,28,18,4.56,few clouds
102,Dargaville,NZ,-35.9333,173.8833,52.84,87,99,7.27,overcast clouds
103,San Quintin,MX,30.4833,-115.95,58.28,84,22,17.02,few clouds
104,La Libertad,EC,-2.2333,-80.9,70.95,88,80,5.73,broken clouds
105,Luanda,AO,-8.8368,13.2343,77.0,83,75,5.75,broken clouds
106,Tuktoyaktuk,CA,69.4541,-133.0374,30.2,86,90,5.75,overcast clouds
107,Bethel,US,41.3712,-73.414,47.55,85,100,1.99,overcast clouds
108,Esperance,AU,-33.8667,121.9,64.24,54,0,18.05,clear sky
109,Huarmey,PE,-10.0681,-78.1522,65.07,91,35,5.53,scattered clouds
110,Bargarh,IN,21.3333,83.6167,100.78,29,7,7.87,clear sky
111,Tateyama,JP,34.9833,139.8667,77.14,68,100,7.34,overcast clouds
112,Qaanaaq,GL,77.484,-69.3632,28.42,91,98,2.66,overcast clouds
113,Xacmaz,AZ,41.4635,48.806,77.85,45,80,4.45,broken clouds
114,Havelock,US,34.8791,-76.9013,75.94,89,40,8.05,light rain
115,Sabha,LY,27.0377,14.4283,86.11,13,2,8.86,clear sky
116,Cherskiy,RU,68.75,161.3,61.83,31,83,9.84,broken clouds
117,Changping,CN,40.2186,116.2197,81.52,27,1,5.48,clear sky
118,Koryazhma,RU,61.3143,47.1691,43.03,53,22,10.47,few clouds
119,Kashary,RU,49.04,41.0056,63.54,91,99,6.73,light rain
120,Epe,NG,6.5841,3.9834,78.37,90,84,3.0,broken clouds
121,Carnarvon,AU,-24.8667,113.6333,71.67,68,40,11.5,scattered clouds
122,Sitka,US,57.0531,-135.33,55.29,54,90,10.36,light rain
123,Ginir,ET,7.1333,40.7,61.27,68,7,0.92,clear sky
124,Rundu,NA,-17.9333,19.7667,47.77,41,0,4.16,clear sky
125,Sao Paulo De Olivenca,BR,-3.3783,-68.8725,73.02,98,96,0.65,overcast clouds
126,Gamba,GA,-2.65,10.0,75.36,93,98,5.53,overcast clouds
127,Pascagoula,US,30.3658,-88.5561,73.45,80,1,11.77,clear sky
128,Bathsheba,BB,13.2167,-59.5167,81.21,65,40,19.15,scattered clouds
129,Wattegama,LK,6.7989,81.4808,88.72,46,88,2.06,overcast clouds
130,Tripoli,LY,32.8752,13.1875,69.76,70,81,10.69,broken clouds
131,Ancud,CL,-41.8697,-73.8203,52.23,92,100,10.56,light rain
132,Ndjole,GA,-0.1783,10.7649,75.09,98,100,2.71,light rain
133,Itarema,BR,-2.9248,-39.9167,75.54,89,15,9.6,few clouds
134,Bom Jesus,BR,-9.0744,-44.3586,64.81,51,20,1.39,few clouds
135,Castro,BR,-24.7911,-50.0119,58.32,95,50,3.29,scattered clouds
136,Ngunguru,NZ,-35.6167,174.5,55.17,81,100,8.52,light rain
137,Lagoa,PT,39.05,-27.9833,62.49,78,38,7.43,scattered clouds
138,Bredasdorp,ZA,-34.5322,20.0403,48.27,93,88,3.47,overcast clouds
139,Gat,IL,31.61,34.7642,72.39,100,2,1.63,clear sky
140,Hithadhoo,MV,-0.6,73.0833,83.55,71,62,16.6,broken clouds
141,Pampa,US,35.5362,-100.9599,68.95,77,90,9.22,overcast clouds
142,Vostok,RU,46.4856,135.8833,47.91,78,100,1.74,overcast clouds
143,Saskylakh,RU,71.9167,114.0833,41.05,82,38,8.81,scattered clouds
144,Broome,US,42.2506,-75.833,48.22,84,90,1.01,overcast clouds
145,Port Loko,SL,8.7667,-12.7833,74.01,94,91,1.03,light rain
146,Nikolskoye,RU,59.7035,30.7861,48.09,50,4,7.02,clear sky
147,Aloleng,PH,16.1307,119.7824,87.17,69,73,7.65,light rain
148,Rawson,AR,-43.3002,-65.1023,41.4,51,0,8.88,clear sky
149,Grand Gaube,MU,-20.0064,57.6608,78.39,77,28,5.01,scattered clouds
150,Chuy,UY,-33.6971,-53.4616,41.56,68,48,9.55,scattered clouds
151,Simi,SL,9.5667,-12.35,74.16,94,97,0.56,light rain
152,Kavaratti,IN,10.5669,72.642,83.53,75,100,18.28,overcast clouds
153,Vila Do Maio,CV,15.1333,-23.2167,72.39,81,98,16.51,overcast clouds
154,Zhangjiakou,CN,40.81,114.8794,77.27,26,1,5.46,clear sky
155,Hami,CN,42.8,93.45,85.55,12,96,8.55,overcast clouds
156,San Patricio,US,28.017,-97.5169,78.82,88,2,5.32,clear sky
157,Tazovskiy,RU,67.4667,78.7,47.48,77,100,17.07,overcast clouds
158,Pringsewu,ID,-5.3582,104.9744,91.13,54,57,1.63,broken clouds
159,Saint George,US,37.1041,-113.5841,81.63,14,1,1.99,clear sky
160,Batu Gajah,MY,4.4692,101.0411,91.15,70,40,4.27,scattered clouds
161,Canmore,CA,51.0834,-115.3521,51.91,49,80,2.55,broken clouds
162,Umea,SE,63.8284,20.2597,48.9,81,6,0.0,clear sky
163,Flinders,AU,-34.5833,150.8552,64.38,62,85,5.01,overcast clouds
164,El Carmen,CO,8.5106,-73.4478,66.72,93,100,2.71,overcast clouds
165,Gornopravdinsk,RU,60.05,69.9,75.11,43,84,10.65,broken clouds
166,Saldanha,ZA,-33.0117,17.9442,46.45,83,0,3.67,clear sky
167,Meulaboh,ID,4.1363,96.1285,76.08,95,100,4.59,overcast clouds
168,Husavik,IS,66.0449,-17.3389,49.91,57,100,11.45,moderate rain
169,Platikambos,GR,39.6167,22.5333,66.06,79,40,2.62,scattered clouds
170,Rocha,UY,-34.4833,-54.3333,44.01,61,59,11.1,broken clouds
171,Mapiri,BO,-15.25,-68.1667,68.0,99,98,1.14,overcast clouds
172,Iqaluit,CA,63.7506,-68.5145,26.33,20,90,6.91,overcast clouds
173,Guerrero Negro,MX,27.9769,-114.0611,59.81,82,78,16.84,broken clouds
174,Gagatli,RU,42.8013,46.2916,58.37,64,8,1.79,clear sky
175,Henties Bay,NA,-22.116,14.2845,54.86,89,59,5.99,broken clouds
176,Novikovo,RU,51.1537,37.8879,59.22,96,100,9.08,light rain
177,Hazorasp,UZ,41.3194,61.0742,91.24,12,0,9.31,clear sky
178,Arman,RU,59.7,150.1667,39.81,86,100,6.44,overcast clouds
179,Margate,GB,51.3813,1.3862,50.22,82,1,3.0,clear sky
180,Fare,PF,-16.7,-151.0167,80.6,69,73,11.43,broken clouds
181,Avarua,CK,-21.2078,-159.775,73.45,68,40,3.44,scattered clouds
182,Rudbar,AF,30.15,62.6,97.11,11,0,14.81,clear sky
183,Mehamn,NO,71.0357,27.8492,40.71,90,100,28.59,overcast clouds
184,Longyearbyen,SJ,78.2186,15.6401,31.84,74,75,1.14,broken clouds
185,Kaitangata,NZ,-46.2817,169.8464,50.23,98,100,10.16,moderate rain
186,Atuona,PF,-9.8,-139.0333,79.32,70,34,8.46,scattered clouds
187,Comodoro Rivadavia,AR,-45.8667,-67.5,39.06,60,0,11.5,clear sky
188,Komsomolskiy,UZ,40.4272,71.7189,84.92,26,0,4.61,clear sky
189,Hualmay,PE,-11.0964,-77.6139,63.95,92,80,6.67,broken clouds
190,Dom Pedrito,BR,-30.9828,-54.6731,39.81,87,0,4.81,clear sky
191,Cascais,PT,38.6979,-9.4215,60.62,74,53,1.99,broken clouds
192,Novoorsk,RU,51.381,58.9813,81.25,46,7,11.9,clear sky
193,Turkistan,KZ,43.0,68.0,93.06,21,1,6.49,clear sky
194,Manaure,CO,11.7751,-72.4445,79.27,73,100,10.56,overcast clouds
195,Buraydah,SA,26.326,43.975,86.45,10,0,4.76,clear sky
196,Caravelas,BR,-17.7125,-39.2481,72.99,93,8,5.5,clear sky
197,Eyl,SO,7.9803,49.8164,82.87,63,61,21.68,broken clouds
198,Bahadurganj,IN,26.2667,87.8167,93.06,49,21,6.06,few clouds
199,Mackay,AU,-21.15,149.2,75.69,68,90,16.11,overcast clouds
200,Sungaipenuh,ID,-2.0833,101.3833,81.12,55,70,4.23,broken clouds
201,Tasiilaq,GL,65.6145,-37.6368,37.56,98,100,18.59,moderate rain
202,San Ramon,US,37.7799,-121.978,57.83,84,1,1.01,clear sky
203,Ust-Kut,RU,56.7938,105.7672,46.69,43,100,9.33,overcast clouds
204,Lipin Bor,RU,60.2622,37.9763,41.9,53,9,9.86,clear sky
205,Bharatpur,IN,27.2167,77.4833,96.73,35,34,8.05,scattered clouds
206,Constitucion,CL,-35.3333,-72.4167,49.46,78,78,6.8,broken clouds
207,Dengzhou,CN,37.8086,120.7508,65.41,67,98,14.72,overcast clouds
208,Iquitos,PE,-3.7481,-73.2472,77.04,94,0,0.0,clear sky
209,Nyrob,RU,60.733,56.7202,47.17,86,98,9.15,overcast clouds
210,Leningradskaya,RU,46.3214,39.3877,64.04,83,99,14.65,overcast clouds
211,La Asuncion,VE,11.0333,-63.8628,80.33,83,59,14.45,broken clouds
212,Araguaina,BR,-7.1911,-48.2072,72.73,67,38,1.28,scattered clouds
213,Bubaque,GW,11.2833,-15.8333,77.4,73,25,13.82,scattered clouds
214,Zhigansk,RU,66.7697,123.3711,60.28,28,2,8.7,clear sky
215,Coahuayana,MX,18.7333,-103.6833,75.51,69,97,1.9,overcast clouds
216,Mitchell,US,43.7094,-98.0298,60.78,73,90,4.0,overcast clouds
217,Aitape,PG,-3.1374,142.3475,83.77,79,100,5.55,moderate rain
218,Berezanka,UA,46.8526,31.388,61.21,72,64,8.72,broken clouds
219,Ruteng,ID,-8.6136,120.4721,73.53,64,79,1.05,broken clouds
220,Chokurdakh,RU,70.6333,147.9167,63.77,25,9,14.47,clear sky
221,Tura,IN,25.5198,90.2201,84.42,68,8,5.08,clear sky
222,Thompson,CA,55.7435,-97.8558,44.76,93,90,8.05,overcast clouds
223,Gotsu,JP,35.0,132.2167,71.74,51,0,6.67,clear sky
224,Kankakee,US,41.15,-87.8667,47.91,78,1,5.75,clear sky
225,Norman Wells,CA,65.282,-126.8329,41.04,70,75,10.36,broken clouds
226,Kalmunai,LK,7.4167,81.8167,87.91,61,94,2.71,overcast clouds
227,Asmara,ER,15.3333,38.9333,69.26,32,28,3.71,scattered clouds
228,Nouadhibou,MR,20.931,-17.0347,66.18,88,0,19.57,clear sky
229,Saurimo,AO,-9.6608,20.3916,53.56,42,55,5.35,broken clouds
230,Mahibadhoo,MV,3.7833,72.9667,83.7,73,77,20.51,broken clouds
231,Tiksi,RU,71.6872,128.8694,35.78,85,14,8.72,few clouds
232,Milkovo,RU,54.7167,158.6167,55.36,46,48,2.57,scattered clouds
233,Chicama,PE,-7.8447,-79.1469,65.23,91,75,4.14,broken clouds
234,Watertown,US,42.3709,-71.1828,50.02,84,90,1.01,overcast clouds
235,Yar-Sale,RU,66.8333,70.8333,48.43,51,85,5.77,overcast clouds
236,Krasnoselkup,RU,65.7,82.4667,45.07,60,90,19.89,light rain
237,Kamiiso,JP,41.8167,140.65,61.18,72,75,15.05,heavy intensity rain
238,Dunedin,NZ,-45.8742,170.5036,51.8,97,100,13.31,overcast clouds
239,Mirassol,BR,-20.8192,-49.5211,73.08,56,0,1.5,clear sky
240,Santa Maria,BR,-29.6842,-53.8069,46.33,88,0,0.56,clear sky
241,Candido Mota,BR,-22.7464,-50.3869,71.69,54,85,2.62,overcast clouds
242,Lavrentiya,RU,65.5833,-171.0,35.67,83,16,7.74,few clouds
243,Upata,VE,8.0086,-62.3989,74.19,96,97,5.19,overcast clouds
244,Sambava,MG,-14.2667,50.1667,76.28,74,6,7.61,clear sky
245,Hofn,IS,64.2539,-15.2082,44.83,92,100,3.11,overcast clouds
246,Tilichiki,RU,60.4667,166.1,43.84,74,97,7.18,overcast clouds
247,Bambanglipuro,ID,-7.95,110.2833,84.54,69,79,9.57,broken clouds
248,Vardo,NO,70.3705,31.1107,41.76,77,100,20.78,overcast clouds
249,Pahrump,US,36.2083,-115.9839,82.04,16,58,3.0,broken clouds
250,Port Moresby,PG,-9.4431,147.1797,87.22,58,20,17.27,few clouds
251,Hamilton,US,39.1834,-84.5333,51.21,77,75,1.99,broken clouds
252,Mahon,ES,39.8885,4.2658,63.16,72,0,2.3,clear sky
253,Santa Fe,AR,-31.6333,-60.7,52.0,64,39,1.01,scattered clouds
254,Venice,US,27.0998,-82.4543,80.01,84,20,4.0,few clouds
255,Cabo San Lucas,MX,22.8909,-109.9124,86.81,64,75,17.2,broken clouds
256,Maumere,ID,-8.6199,122.2111,81.75,70,80,1.43,broken clouds
257,Sinnamary,GF,5.3833,-52.95,77.16,90,77,7.94,broken clouds
258,Port Lincoln,AU,-34.7333,135.8667,61.02,41,51,10.87,broken clouds
259,Port Macquarie,AU,-31.4333,152.9167,63.9,71,78,14.16,broken clouds
260,Ossora,RU,59.2353,163.0719,40.06,87,100,1.61,light rain
261,Muscat,OM,23.6139,58.5922,105.82,34,8,1.86,clear sky
262,Cap Malheureux,MU,-19.9842,57.6142,78.48,77,24,5.01,few clouds
263,Doha,QA,25.2867,51.5333,103.98,22,0,3.44,clear sky
264,Ndioum,SN,16.5129,-14.6471,79.45,44,16,11.65,few clouds
265,San Policarpo,PH,12.1791,125.5072,86.74,66,99,4.16,moderate rain
266,Santa Isabel Do Rio Negro,BR,-0.4139,-65.0192,73.35,97,100,2.64,overcast clouds
267,Alta Floresta,BR,-9.8756,-56.0861,73.02,64,76,3.29,broken clouds
268,Krasnyy Yar,RU,46.5331,48.3456,76.93,39,45,9.17,scattered clouds
269,Cayenne,GF,4.9333,-52.3333,77.04,90,75,3.0,moderate rain
270,Vestmanna,FO,62.1564,-7.1664,43.72,100,90,9.84,overcast clouds
271,Hulyaypole,UA,47.6653,36.2578,62.65,88,75,9.24,broken clouds
272,Broken Hill,AU,-31.95,141.4333,60.51,25,0,3.44,clear sky
273,Mankono,CI,8.0586,-6.1897,72.46,95,82,3.96,broken clouds
274,Mineiros,BR,-17.5694,-52.5511,66.78,66,60,2.68,broken clouds
275,Copiapo,CL,-27.3667,-70.3333,51.49,57,4,0.47,clear sky
276,Lebu,CL,-37.6167,-73.65,49.21,74,55,2.8,broken clouds
277,Juneau,US,58.3019,-134.4197,51.85,86,90,1.01,overcast clouds
278,Salinopolis,BR,-0.6136,-47.3561,78.12,84,20,9.01,few clouds
279,Ugoofaaru,MV,5.6667,73.0,83.53,73,32,20.2,scattered clouds
280,Chunoyar,RU,57.4467,97.3217,43.5,58,100,9.86,overcast clouds
281,Alor Setar,MY,6.121,100.3601,91.38,70,20,3.44,few clouds
282,Ozu,JP,33.5,132.55,77.18,41,56,5.88,broken clouds
283,Coihaique,CL,-45.5752,-72.0662,39.15,87,20,3.44,few clouds
284,Bay Roberts,CA,47.5999,-53.2648,43.34,81,100,3.0,overcast clouds
285,Antofagasta,CL,-23.65,-70.4,60.08,86,45,4.47,scattered clouds
286,Monrovia,LR,6.3005,-10.7969,79.14,83,95,4.32,moderate rain
287,Finschhafen,PG,-6.6024,147.8681,81.88,77,83,11.74,broken clouds
288,Acapulco,MX,16.8634,-99.8901,82.2,76,100,1.19,overcast clouds
289,Port Augusta,AU,-32.5,137.7667,64.71,22,2,6.69,clear sky
290,Vestmannaeyjar,IS,63.4427,-20.2734,45.41,95,100,32.7,moderate rain
291,Tobermory,CA,45.2501,-81.6665,44.4,68,0,12.64,clear sky
292,Stokmarknes,NO,68.5646,14.9108,45.5,75,97,7.36,overcast clouds
293,Quelimane,MZ,-17.8786,36.8883,62.55,94,5,0.0,clear sky
294,La Palma,US,33.8464,-118.0467,67.51,78,90,3.0,overcast clouds
295,Wamba,NG,8.9333,8.6,73.15,84,97,0.76,overcast clouds
296,Olafsvik,IS,64.8945,-23.7142,45.99,95,100,24.36,moderate rain
297,Tabou,CI,4.423,-7.3528,79.84,85,84,7.52,light rain
298,Adrar,MR,20.5022,-10.0711,90.01,18,97,3.44,overcast clouds
299,High Rock,BS,26.6208,-78.2833,78.82,75,1,17.69,clear sky
300,Puerto Escondido,MX,15.85,-97.0667,82.8,75,60,2.59,broken clouds
301,Hirado,JP,33.3597,129.5531,79.95,55,67,6.26,broken clouds
302,Kalininsk,RU,51.5,44.4758,70.79,67,35,3.8,scattered clouds
303,Stromness,GB,58.965,-3.296,44.85,97,37,11.05,scattered clouds
304,Baiao,BR,-2.7906,-49.6717,75.38,83,87,2.15,overcast clouds
305,Piacabucu,BR,-10.4056,-36.4344,74.55,85,77,7.56,light rain
306,Russell,US,32.3502,-85.1999,65.48,80,1,7.18,clear sky
307,La Roda,ES,39.2167,-2.15,64.9,65,100,7.56,overcast clouds
308,Goderich,CA,43.7501,-81.7165,46.9,65,0,8.05,clear sky
309,Tamandare,BR,-8.7597,-35.1047,74.21,86,43,5.26,scattered clouds
310,Mecca,SA,21.4267,39.8261,91.18,33,29,4.43,scattered clouds
311,Kuala Lipis,MY,4.1842,102.0468,93.34,50,64,0.94,broken clouds
312,Nanortalik,GL,60.1432,-45.2371,34.66,99,100,7.61,light rain
313,Beloha,MG,-25.1667,45.05,66.42,73,0,5.7,clear sky
314,Portland,US,45.5234,-122.6762,73.38,44,20,8.05,few clouds
315,Havre-Saint-Pierre,CA,50.2334,-63.5986,35.96,87,1,9.22,clear sky
316,Manzhouli,CN,49.6,117.4333,64.18,24,47,14.92,scattered clouds
317,Dali,CN,25.7,100.1833,78.66,48,54,5.97,broken clouds
318,San Miguel,SV,13.4833,-88.1833,74.98,94,54,1.07,broken clouds
319,Rehoboth,NA,-23.3167,17.0833,51.39,40,57,1.9,broken clouds
320,Souillac,MU,-20.5167,57.5167,78.37,94,75,7.96,broken clouds
321,Chengde,CN,40.9725,117.9361,78.66,30,16,1.57,few clouds
322,Taoudenni,ML,22.6783,-3.9836,90.73,10,58,0.6,broken clouds
323,Ballina,AU,-28.8667,153.5667,68.18,87,75,14.97,broken clouds
324,Zeya,RU,53.75,127.2667,52.11,90,100,2.19,light rain
325,Bowen,AU,-20.0167,148.2333,75.42,67,32,19.04,scattered clouds
326,Port-Gentil,GA,-0.7193,8.7815,78.96,86,85,10.04,overcast clouds
327,Sao Filipe,CV,14.8961,-24.4956,72.25,79,95,11.88,overcast clouds
328,Miyako,JP,39.6367,141.9525,68.31,49,78,8.99,broken clouds
329,Kayerkan,RU,69.3497,87.7602,32.36,93,41,5.3,scattered clouds
330,Saint-Francois,FR,46.4154,3.9054,52.18,93,0,2.3,clear sky
331,Tocopilla,CL,-22.092,-70.1979,64.08,77,11,5.97,few clouds
332,Spornoye,RU,50.8448,37.2913,60.82,96,100,9.75,light rain
333,Maldonado,UY,-34.6667,-54.9167,49.39,63,56,9.42,broken clouds
334,Tual,ID,-5.6667,132.75,81.72,78,94,20.76,overcast clouds
335,Morant Bay,JM,17.8815,-76.4093,80.22,87,12,4.9,few clouds
336,Merrill,US,45.1805,-89.6835,48.92,91,1,0.0,clear sky
337,Laguna,US,38.421,-121.4238,75.04,66,1,5.01,clear sky
338,Kudahuvadhoo,MV,2.6708,72.8944,83.62,72,59,21.41,broken clouds
339,Nantucket,US,41.2835,-70.0995,49.03,93,90,16.11,overcast clouds
340,Aswan,EG,24.0934,32.907,88.86,22,97,15.64,overcast clouds
341,Provideniya,RU,64.3833,-173.3,46.44,43,3,4.99,clear sky
342,Ahipara,NZ,-35.1667,173.1667,56.28,73,79,15.43,broken clouds
343,Barras,BR,-4.2444,-42.2944,73.38,83,58,4.0,broken clouds
344,Ust-Nera,RU,64.5667,143.2,44.13,94,100,3.94,light rain
345,Bandarbeyla,SO,9.4942,50.8122,84.16,64,5,22.64,clear sky
346,Tautira,PF,-17.7333,-149.15,80.62,71,43,13.85,scattered clouds
